date,close,high,low,open,volume,ticker
1/12/20,121.1245117,121.70721314192676,120.11352182280532,120.49324875637076,92800.0,QQQM
2/12/20,121.24105072021484,121.3187462211852,119.88141650048732,120.58066119031908,140900.0,QQQM
3/12/20,121.41584777832033,121.99175468337522,121.14392096598576,121.34786607523668,93200.0,QQQM
4/12/20,121.83346557617188,121.91116107690476,121.18278242879822,121.4450029,74300.0,QQQM
7/12/20,122.20249938964844,122.68711445311436,121.86259088056656,121.99855428419932,76700.0,QQQM
8/12/20,122.95516967773438,123.06685232437115,121.69652632974868,122.38702783610933,54800.0,QQQM
9/12/20,120.2795867919922,122.96973595152788,119.81245799103664,122.94059458307429,148700.0,QQQM
10/12/20,120.67777252197266,121.07594898358764,118.9112113284588,119.40553282005042,128300.0,QQQM
11/12/20,120.3961181640625,120.4446723,119.07532448353668,119.98822795934268,54200.0,QQQM
14/12/20,121.28961181640624,122.07625838486013,120.94970326271944,120.94970326271944,184100.0,QQQM
15/12/20,122.5909652709961,122.5909652709961,121.3964212259747,122.26076315234768,64300.0,QQQM
16/12/20,123.25137329101562,123.57185424097268,122.3481835386998,122.7949215202447,84900.0,QQQM
17/12/20,124.07686614990234,124.10308819390194,123.43588943831251,123.9409027400712,57900.0,QQQM
18/12/20,123.75637817382812,124.4167750562272,122.72693880781932,124.4167750562272,84300.0,QQQM
21/12/20,123.43147277832033,123.60656697703782,121.38871207424756,122.68246324135752,85100.0,QQQM
22/12/20,123.7719268798828,124.18048494208038,122.84782317988248,123.7816563965045,59000.0,QQQM
23/12/20,123.20775604248048,124.02485742320911,123.15911587491192,124.02485742320911,69000.0,QQQM
24/12/20,123.72332000732422,123.89841423588938,123.31378964998588,123.49958560692774,32000.0,QQQM
28/12/20,124.9781494140625,125.15227142746458,124.09295620169642,124.92950924375148,59200.0,QQQM
29/12/20,125.12407684326172,125.76607666101766,124.75831817891144,125.5618087144716,66600.0,QQQM
30/12/20,125.02677154541016,125.83415075881648,124.8419478306324,125.83415075881648,89900.0,QQQM
31/12/20,125.39643096923828,125.48689841618024,124.70092258059093,125.26996950115866,73500.0,QQQM
4/1/21,123.61630249023438,126.06762139118428,122.03072510786868,126.06762139118428,160800.0,QQQM
5/1/21,124.60365295410156,124.67660579084252,123.30504050997452,123.30504050997452,66600.0,QQQM
6/1/21,122.8867416381836,124.58904350432634,122.3322778986407,122.92565228569768,469300.0,QQQM
7/1/21,125.93146514892578,126.1979842237918,124.10270138327124,124.10270138327124,97100.0,QQQM
8/1/21,127.56564331054688,127.62400557373655,125.97034379748374,126.96254680039344,78400.0,QQQM
11/1/21,125.65904998779295,126.7582553454846,125.4470044041808,126.44698501551606,69500.0,QQQM
12/1/21,125.62015533447266,126.09680522185796,124.46258763860476,125.76606099239928,122100.0,QQQM
13/1/21,126.3010711669922,126.60261941725288,125.40614851228818,125.48396980959654,56600.0,QQQM
14/1/21,125.62015533447266,126.86137758660446,125.48397177277614,126.71936076716987,90000.0,QQQM
15/1/21,124.60851287841795,125.97034854717516,124.22913588903816,125.31861184549167,102700.0,QQQM
19/1/21,126.48590087890624,126.63180654145545,125.28650586690728,125.67852157937796,82300.0,QQQM
20/1/21,129.4430389404297,129.7737683067996,127.86718371656612,128.1006475978888,120500.0,QQQM
21/1/21,130.49359130859375,130.70954057820202,129.4235818992329,130.05585951190548,159700.0,QQQM
22/1/21,130.1336669921875,130.4741332661877,129.85157781539033,129.96830232401086,124900.0,QQQM
25/1/21,130.9605255126953,131.98189480751776,128.6453901129216,131.6219842881192,155200.0,QQQM
26/1/21,131.35935974121094,131.6725894044858,130.80490330982053,131.57336463554336,75600.0,QQQM
27/1/21,127.86722564697266,130.58119035182523,126.94312160007298,130.58119035182523,148600.0,QQQM
28/1/21,128.48004150390625,130.40607065082563,128.0306282710364,128.31467678934771,88600.0,QQQM
29/1/21,125.84386444091795,128.0617191841866,125.08512544153096,127.9255356418067,119300.0,QQQM
1/2/21,128.92747497558594,129.2582191950133,126.42753077393034,127.34191245025772,131300.0,QQQM
2/2/21,131.04318237304688,131.35932115133377,130.10448813310978,130.17258732625407,111600.0,QQQM
3/2/21,130.56170654296875,132.00136356954013,130.56170654296875,132.00136356954013,93100.0,QQQM
4/2/21,131.95272827148438,131.97218730905956,130.51307119175058,131.19398907791543,76200.0,QQQM
5/2/21,132.47801208496094,132.8525131938158,131.7873572914083,132.54609644889092,182400.0,QQQM
8/2/21,133.30484008789062,133.38169660593758,132.48773863588514,133.26593685617934,105200.0,QQQM
9/2/21,133.27565002441406,133.81066219270355,133.11028532565103,133.11028532565103,101700.0,QQQM
10/2/21,132.9449005126953,133.966284526189,131.8067919866515,133.89818533193923,104500.0,QQQM
11/2/21,133.69296264648438,133.8884881156525,132.77956051168832,133.82040375164476,136200.0,QQQM
12/2/21,134.520752,134.520752,133.0227328272963,133.29509994108332,87100.0,QQQM
16/2/21,134.15113830566406,135.14332657054587,133.6920029857109,134.95851766521056,106500.0,QQQM
17/2/21,133.4896240234375,133.51880514924218,132.00132723583022,133.04217019917093,105000.0,QQQM
18/2/21,132.9254608154297,133.16864681387935,131.31751511242365,132.1278184588204,99800.0,QQQM
19/2/21,132.2542724609375,133.59664900342298,132.00134953737629,133.59664900342298,93500.0,QQQM
22/2/21,128.93719482421875,130.9410446954715,128.86909563301472,130.6297596,156800.0,QQQM
23/2/21,128.55783081054688,129.14146821495737,124.39934936646428,126.80688891152896,210100.0,QQQM
24/2/21,129.6083984,129.66676069477185,126.31468615369737,127.34190344178393,163900.0,QQQM
25/2/21,125.02677154541016,129.4624813285006,124.48203733947189,128.57728082240394,250600.0,QQQM
26/2/21,126.18437957763672,127.41003193363552,124.40328368981824,126.27873588435284,178100.0,QQQM
1/3/21,129.33604431152344,129.47222787311216,127.21058627677444,127.65318656266156,91900.0,QQQM
2/3/21,127.23492431640624,129.73486879889467,127.23492431640624,129.73486879889467,93700.0,QQQM
3/3/21,123.58712005615234,127.05008609397524,123.58712005615234,126.7679969,142900.0,QQQM
4/3/21,121.50546264648438,124.7057840348077,119.99770640290318,123.55794576085152,206300.0,QQQM
5/3/21,123.51902770996094,123.73205293132705,118.99576694336687,122.96456396576212,223100.0,QQQM
8/3/21,119.89070129394533,123.90813145260128,119.88097177567262,123.30503490575802,160400.0,QQQM
9/3/21,124.74468994140624,125.37696757402902,122.64355943953257,122.90619704154308,169500.0,QQQM
10/3/21,124.21941375732422,126.4664501658346,124.02486791349018,126.4664501658346,177200.0,QQQM
11/3/21,127.21546936035156,127.79912174443386,125.96841370821174,126.40808999429296,144500.0,QQQM
12/3/21,126.08708190917967,126.13572208137684,124.53847797697118,125.42562306456732,119700.0,QQQM
15/3/21,127.46836853027344,127.52674563890156,125.76704614401052,126.3108156264898,91200.0,QQQM
16/3/21,128.13955688476562,129.55976958826162,127.60163553418715,128.33410270695683,144600.0,QQQM
17/3/21,128.65513610839844,129.28742871248656,126.24273476916888,126.96257078457914,69200.0,QQQM
18/3/21,124.77386474609376,127.05980401519707,124.540400865647,126.80689594355027,155600.0,QQQM
19/3/21,125.2699737548828,125.8147080314226,123.79140610936852,124.7738796479403,128400.0,QQQM
22/3/21,127.56552124023438,128.34466927520265,126.12410703520136,126.32863915302292,74100.0,QQQM
23/3/21,126.90326690673828,128.4615482610067,126.77665106670504,128.03303091976738,91100.0,QQQM
24/3/21,124.8580093383789,127.7018873986367,124.8580093383789,127.7018873986367,130400.0,QQQM
25/3/21,124.64373016357422,125.09173766675104,123.06595879372937,124.08858962371316,165200.0,QQQM
26/3/21,126.5526351928711,126.5526351928711,124.03014926812494,124.58528981055848,76200.0,QQQM
29/3/21,126.27996063232422,126.82341309628596,125.10831819586868,126.1338619921315,151900.0,QQQM
30/3/21,125.84166717529295,125.95365976139873,124.7021545004765,125.6371350677328,106300.0,QQQM
31/3/21,127.7993164,128.2814078329571,126.58190180465184,126.61111856620876,159400.0,QQQM
1/4/21,129.91273498535156,129.94195174434782,129.1043699774158,129.19202025440458,99100.0,QQQM
5/4/21,132.5520782470703,132.7176448126938,130.90613169449895,131.04248150507212,166500.0,QQQM
6/4/21,132.35243225097656,133.15592280814647,132.11380891555058,132.47417369482096,75600.0,QQQM
7/4/21,132.7176513671875,133.05851847994734,131.93850318499773,132.3378186717596,139000.0,QQQM
8/4/21,134.09088134765625,134.13958089469986,133.60391559925074,133.9642803585612,99800.0,QQQM
9/4/21,134.88949584960938,134.9859141049241,133.28251502035516,133.60389929739523,89100.0,QQQM
12/4/21,134.78236389160156,134.9089797272848,134.03243256342293,134.61679733933082,94400.0,QQQM
13/4/21,136.3211669921875,136.43803399415722,135.3764524302322,135.39593521756467,73400.0,QQQM
14/4/21,134.65574645996094,136.50622498772807,134.35383011169185,136.50622498772807,164200.0,QQQM
15/4/21,136.68150329589844,136.83733585711147,135.84392185564224,135.84392185564224,148200.0,QQQM
16/4/21,136.92501831054688,136.97371785500854,136.17996134942837,136.94450110053444,64800.0,QQQM
19/4/21,135.68814086914062,136.66207234872613,134.8895099225933,136.28222480511337,88000.0,QQQM
20/4/21,134.6459961,135.8030298732181,133.8493269843607,135.47384360545797,94300.0,QQQM
21/4/21,135.7660369873047,135.84882769867036,133.91557319304297,134.12983929903297,92000.0,QQQM
22/4/21,134.2467498779297,135.99983001351308,133.7208332677643,135.72713031031336,95300.0,QQQM
23/4/21,135.86338806152344,136.3600875711399,134.52716042165974,134.57779187991494,77100.0,QQQM
26/4/21,136.73995971679688,136.81787601046676,135.6832524923661,136.04847675962358,71000.0,QQQM
27/4/21,136.04843139648438,136.9249634012316,135.77573189007376,136.9249634012316,86000.0,QQQM
28/4/21,135.61996459960938,136.36989603352464,135.47388081554212,136.02901405601344,98000.0,QQQM
29/4/21,136.14585876464844,137.17823849320826,134.87975988091063,137.11979012814723,105500.0,QQQM
30/4/21,135.21090698242188,136.06797142659607,134.95378170476368,135.17194140167862,151000.0,QQQM
3/5/21,134.53890991210938,136.0679896492434,134.3733433243143,135.78554116458017,155700.0,QQQM
4/5/21,132.26963806152344,133.49680129434287,130.60422347557665,133.49680129434287,179900.0,QQQM
5/5/21,131.70474243164062,133.3019893740785,131.3443925599426,133.1169400255803,100600.0,QQQM
6/5/21,132.69815063476562,132.7273673873087,130.7308050844545,131.60735224378766,96900.0,QQQM
7/5/21,133.8474121,134.6849938764031,133.40428631087528,133.96429400639025,177400.0,QQQM
10/5/21,130.44837951660156,133.25330682072897,130.29254691948017,133.25330682072897,169000.0,QQQM
11/5/21,130.26332092285156,130.52628655420946,127.68240873308451,128.0135418327125,145000.0,QQQM
12/5/21,126.8643035888672,129.0215730154315,126.52343650264616,128.2083337269773,210800.0,QQQM
13/5/21,127.7993164,128.9095979284668,126.8740843,128.0135825650127,105100.0,QQQM
14/5/21,130.69183349609375,130.99374979816417,128.9874538518797,129.29910411623877,106100.0,QQQM
17/5/21,129.82505798339844,130.15619109120232,128.76347632901997,129.99062453730036,70800.0,QQQM
18/5/21,128.9095458984375,130.71132472598222,128.9095458984375,130.37044283071307,95200.0,QQQM
19/5/21,129.1919708251953,129.1919708251953,126.77175114087582,126.82532508588262,100500.0,QQQM
20/5/21,131.5976104736328,131.93945838552358,129.73741273094262,129.73741273094262,73700.0,QQQM
21/5/21,130.82821655273438,132.3864979929412,130.75030025157182,132.3864979929412,177600.0,QQQM
24/5/21,133.06822204589844,133.5551876365095,131.75340900684444,131.84105924651192,115900.0,QQQM
25/5/21,133.32147216796875,134.0129700185347,132.8393808681394,133.73052158312913,166100.0,QQQM
26/5/21,133.7597198486328,133.9155524217301,133.27275420346288,133.55520259982822,111300.0,QQQM
27/5/21,133.32147216796875,133.86687138818257,133.22310711514598,133.6331373572419,83100.0,QQQM
28/5/21,133.6525879,134.3138880743181,133.54545485338272,133.88633675215692,193900.0,QQQM
1/6/21,133.24351501464844,134.3635447,132.76629827379574,134.25641170819097,118900.0,QQQM
2/6/21,133.4578399658203,133.82013667923175,132.77609084863954,133.37018969240054,93100.0,QQQM
3/6/21,132.0553436279297,132.74002019669348,131.48072771787974,132.3475259950608,83500.0,QQQM
4/6/21,134.35382080078125,134.50965337651212,132.86370709025908,132.86370709025908,93100.0,QQQM
7/6/21,134.72390747070312,134.75312421842762,133.93502556011978,134.1785083651646,100000.0,QQQM
8/6/21,134.7434082,135.7806326,134.12982669716357,135.41540835130533,69600.0,QQQM
9/6/21,134.86029052734375,135.65890659724403,134.77848064132425,135.37647301253915,138600.0,QQQM
10/6/21,136.2286376953125,136.23351210723294,134.86026543674456,135.08426546990552,90800.0,QQQM
11/6/21,136.56463623046875,136.5685298153453,136.0581878373102,136.3503701741713,71400.0,QQQM
14/6/21,137.814209,137.814209,136.40881789056914,136.78865050978456,60700.0,QQQM
15/6/21,137.06137084960938,137.9184352939667,136.78867122840745,137.9184352939667,60300.0,QQQM
16/6/21,136.51597595214844,137.6165232976789,135.08429546476438,137.2853901558253,134300.0,QQQM
17/6/21,138.2398223876953,138.61965503126996,136.18482658245472,136.18482658245472,136500.0,QQQM
18/6/21,137.1197967529297,137.91842764286997,136.91527947888136,137.74311226124314,94400.0,QQQM
21/6/21,137.9993896484375,138.06766021863135,136.34156652379386,137.30701178638017,99800.0,QQQM
22/6/21,139.29641723632812,139.4524515225781,137.90189986362165,138.03842614402822,95700.0,QQQM
23/6/21,139.29641723632812,139.8132677893136,139.18622899584742,139.3939423852965,106500.0,QQQM
24/6/21,140.1546173095703,140.79824770130543,139.92056583614354,140.1936184483491,252000.0,QQQM
25/6/21,140.05706787109375,140.52517073682753,139.8425244443613,140.52517073682753,70300.0,QQQM
28/6/21,141.7734375,141.79684413497924,140.64221105092676,140.64221105092676,159900.0,QQQM
29/6/21,142.2317657470703,142.27076688156913,141.40284655653556,141.79291742252266,85600.0,QQQM
30/6/21,142.11473083496094,142.32927427268973,141.87093282665546,142.27076513153634,88000.0,QQQM
1/7/21,142.11473083496094,142.23176399751725,141.40284481717882,141.97820454551984,278300.0,QQQM
2/7/21,143.7140655517578,143.85059186055724,142.8363985495116,142.9241622736859,148500.0,QQQM
6/7/21,144.28941345214844,144.42495763917353,142.88513460508148,144.06510858056907,104100.0,QQQM
7/7/21,144.57220458984375,145.44012481814116,143.90908121552576,145.44012481814116,214500.0,QQQM
8/7/21,143.78231811523438,144.11387984070322,142.07573202913025,142.50481891161925,288600.0,QQQM
9/7/21,144.65997314453125,144.83551543672215,143.3093376240352,143.5677629006716,191300.0,QQQM
12/7/21,145.2548370361328,145.42061788092985,144.6112067820398,145.31334617191433,162800.0,QQQM
13/7/21,145.24508666992188,146.42506055794317,144.99739006546775,145.0890523917586,259600.0,QQQM
14/7/21,145.47911071777344,146.4543025522036,145.2548207623235,146.19101147068494,258800.0,QQQM
15/7/21,144.46493530273438,145.5083978348229,143.69940604847298,145.4498738182422,281000.0,QQQM
16/7/21,143.31423950195312,145.2256077108683,143.18745976555795,144.81602880895792,207900.0,QQQM
19/7/21,142.16348266601562,142.3000089451362,141.15903613814675,141.90993811343412,329600.0,QQQM
20/7/21,143.8018035888672,144.38690979855227,141.8514197960887,142.56330571398357,195700.0,QQQM
21/7/21,144.83551025390625,144.86476482151645,143.6360134608956,143.6750294712079,203800.0,QQQM
22/7/21,145.85948181152344,145.85948181152344,145.0305626183414,145.0305626183414,171800.0,QQQM
23/7/21,147.46853637695312,147.66357180215516,145.99600180439126,146.4835978075209,189800.0,QQQM
26/7/21,147.6733398,147.82937415870578,146.9877917868811,147.28326893661188,288500.0,QQQM
27/7/21,146.08377075195312,147.56606682108907,144.36742323603266,147.56606682108907,321400.0,QQQM
28/7/21,146.6103516,147.22472724166153,145.62541306755278,146.50307985471383,328000.0,QQQM
29/7/21,146.86392211914062,147.32226355257853,146.4309366302056,146.4835978318463,197700.0,QQQM
30/7/21,146.1227569580078,146.33730037557956,145.2450901626675,145.27434473049564,202900.0,QQQM
2/8/21,146.1129913330078,146.99065801384427,145.88870138217115,146.83463863253183,257600.0,QQQM
3/8/21,147.00045776367188,147.03945889910213,145.13783734156303,146.46409914994288,446300.0,QQQM
4/8/21,147.22474670410156,147.59532444912392,146.60550510198522,147.01020326016757,287800.0,QQQM
5/8/21,148.15113830566406,148.22915543626007,147.30272619083266,147.58552526902776,176900.0,QQQM
6/8/21,147.50755310058594,147.99514915525168,147.11748220895365,147.69284198219904,186700.0,QQQM
9/8/21,147.7805633544922,147.98536018607788,147.25396631365905,147.74156222860495,135400.0,QQQM
10/8/21,147.0297088623047,148.1014439679426,146.5421128395686,147.9951394639623,255300.0,QQQM
11/8/21,146.76638793945312,147.69281731252298,146.23002939286064,147.53678302983275,190100.0,QQQM
12/8/21,147.30276489257812,147.42952974288693,146.01550421990373,146.55186283351804,173900.0,QQQM
13/8/21,147.80984497070312,147.93660980046002,147.2442318771606,147.4587752878232,161100.0,QQQM
16/8/21,147.8878936767578,147.89765512228408,145.7522352220834,147.4002975685189,346400.0,QQQM
17/8/21,146.5811309814453,147.14186349660196,145.58643081318172,146.75958983701076,381100.0,QQQM
18/8/21,145.17681884765625,146.8951154920174,145.04029257173494,146.28853706022923,207400.0,QQQM
19/8/21,145.85948181152344,146.49823141276087,144.2699140110625,144.35767772415244,344500.0,QQQM
20/8/21,147.3710174560547,147.5367983184992,146.2202979825282,146.3470777103827,224800.0,QQQM
23/8/21,149.55545043945312,149.84313030291065,147.8098632516221,147.8098632516221,409000.0,QQQM
24/8/21,150.0527801513672,150.2809836,149.64320131918012,149.8284901699846,208200.0,QQQM
25/8/21,150.1405792236328,150.44288638767233,149.8577651874182,150.18932692344544,296200.0,QQQM
26/8/21,149.2726287841797,150.14054896548433,149.1068331,149.93575212259347,341400.0,QQQM
27/8/21,150.69639587402344,150.89143126860043,149.32137178984848,149.49691406114053,224400.0,QQQM
30/8/21,152.40301513671875,152.59318473242402,151.0377521941554,151.0377521941554,822800.0,QQQM
31/8/21,152.25674438476562,152.50054240504215,151.64236861198876,152.50054240504215,277800.0,QQQM
1/9/21,152.52980041503906,153.3684662189036,152.4615298253027,152.74434386813817,376700.0,QQQM
2/9/21,152.47128295898438,153.22217012365223,151.9934334976277,153.08564383187175,330600.0,QQQM
3/9/21,152.92962646484375,153.05639131446597,152.06169124371866,152.06169124371866,214500.0,QQQM
7/9/21,153.14410400390625,153.40740993966185,152.50048876574652,152.96857663356587,293900.0,QQQM
8/9/21,152.62730407714844,153.05639096473544,151.69112803173127,153.05639096473544,348100.0,QQQM
9/9/21,152.0909423828125,153.13439002687358,152.0031638,152.6955566,317100.0,QQQM
10/9/21,150.95973205566406,153.075897,150.8134443202665,152.82235243921124,344400.0,QQQM
13/9/21,150.84268188476562,152.06167180772985,149.98452309756752,151.90565240657898,335200.0,QQQM
14/9/21,150.41360473632812,151.7106118,150.02351904630345,151.45705233661806,326700.0,QQQM
15/9/21,151.50584411621094,151.6521169780149,149.69198622858934,150.5989077322749,445500.0,QQQM
16/9/21,151.6131134033203,151.84716485869302,150.18932642357416,150.9889910692433,446100.0,QQQM
17/9/21,149.85775756835938,151.31079905095652,149.4286707,151.31079905095652,358200.0,QQQM
20/9/21,146.82748413085938,148.29185404531478,144.82619049817652,147.50109667492345,1770000.0,QQQM
21/9/21,146.87628173828125,147.95015883798882,146.4955462022648,147.66703901336624,992800.0,QQQM
22/9/21,148.26254272460938,148.87758275132845,146.87627456130517,147.3643977834407,403500.0,QQQM
23/9/21,149.60980224609375,150.0686393729115,148.57498315883402,148.77998661767649,319200.0,QQQM
24/9/21,149.7952880859375,149.95149112477435,148.58473687946457,148.7116537105622,330300.0,QQQM
27/9/21,148.60426330566406,148.9361835849551,147.57920136423803,148.4968755804415,488600.0,QQQM
28/9/21,144.53330993652344,146.95146271803063,144.24043298165802,146.70057854765054,844100.0,QQQM
29/9/21,144.16232299804688,145.74383760653257,143.9573195691231,144.90426499662317,666800.0,QQQM
30/9/21,143.6156005859375,145.4997488838696,143.50821289200158,144.85543761659108,1045300.0,QQQM
1/10/21,144.51376342773438,144.9335571549585,142.21957827001157,143.8987233862302,786500.0,QQQM
4/10/21,141.56552124023438,143.8987501360087,140.55998838324848,143.81089151270118,1071800.0,QQQM
5/10/21,143.39108276367188,144.28922770648364,141.8388396,141.93647019636515,1172800.0,QQQM
6/10/21,144.36734008789062,144.42591249565334,141.72170546533724,142.03411150185798,729900.0,QQQM
7/10/21,145.63644409179688,146.72007829053732,145.36309626655958,145.62668698958814,369000.0,QQQM
8/10/21,144.9237823486328,146.1636195096139,144.70900693818447,146.1636195096139,449300.0,QQQM
11/10/21,143.82066345214844,145.7145694379025,143.79136234804994,144.2794856724523,498100.0,QQQM
12/10/21,143.3325195,144.55282766690084,143.05915680423183,144.38685265167354,307700.0,QQQM
13/10/21,144.43569946289062,144.67976114325927,143.43016653147927,144.28926841320657,302100.0,QQQM
14/10/21,147.1105957,147.16916811298935,145.68526917895113,145.9391028,232300.0,QQQM
15/10/21,148.0575408935547,148.08682709548833,147.18868214473326,147.7060915740124,201400.0,QQQM
18/10/21,149.5316619873047,149.6097634882686,147.32535044634216,147.53035385207653,314300.0,QQQM
19/10/21,150.59576416015625,150.67386565964358,149.70739125820575,150.03931145877354,306400.0,QQQM
20/10/21,150.4493865966797,151.07418391816117,149.9026908024263,150.85940844236973,241200.0,QQQM
21/10/21,151.39634704589844,151.46467657196973,150.14675240364488,150.14675240364488,217200.0,QQQM
22/10/21,150.107666,151.23914734058224,149.5121550169308,150.8300938342125,201300.0,QQQM
25/10/21,151.65988159179688,152.00155888812137,150.0002508232524,150.70314941087796,269200.0,QQQM
26/10/21,152.0699005126953,153.5342700608277,151.6891650260344,152.59706699563455,269900.0,QQQM
27/10/21,152.49949645996094,153.7295618819973,152.20661948433082,152.30423521197966,332400.0,QQQM
28/10/21,154.15907287597656,154.25668857834913,153.0168663734858,153.21211267456886,261600.0,QQQM
29/10/21,154.9791259765625,154.98888307850896,152.75328523298418,152.83138673757242,302800.0,QQQM
1/11/21,155.4379883,155.50339811577456,154.28600952167648,155.19392662585253,406400.0,QQQM
2/11/21,156.0920867919922,156.30686226117365,155.20369870550002,155.26227112503264,299700.0,QQQM
3/11/21,157.7907257080078,157.9371567236797,155.91633422571107,156.35564216906604,340400.0,QQQM
4/11/21,159.79200744628906,160.16298585404277,158.11287730252073,158.29835161005934,837700.0,QQQM
5/11/21,159.9384766,160.86590782016162,159.44059617693608,160.4949293585608,522500.0,QQQM
8/11/21,159.7334747314453,160.3387577939057,159.4698988569794,159.95802219000186,264900.0,QQQM
9/11/21,158.6498565673828,160.3290022,158.07387455061095,160.23138645769083,527100.0,QQQM
10/11/21,156.31658935546875,158.62053175827103,155.53560404984617,157.4685680050398,553600.0,QQQM
11/11/21,156.73635864257812,157.57593112177295,156.58991274837888,157.57593112177295,268600.0,QQQM
12/11/21,158.3764648,158.58050000386146,156.58017486658707,157.2147291303257,264200.0,QQQM
15/11/21,158.34718322753906,158.9915095085576,157.3416504994373,158.8743647,333100.0,QQQM
16/11/21,159.49917602539062,159.6651361616512,158.07384941935717,158.09337852254694,237800.0,QQQM
17/11/21,159.54800415039062,160.36806276704434,159.20632671509995,159.64563478695578,374200.0,QQQM
18/11/21,161.18809509277344,161.41262766538838,159.50894955769067,160.43638095412365,358000.0,QQQM
19/11/21,162.12527465820312,162.6231550450783,161.56880696433632,161.9300134275787,3670700.0,QQQM
22/11/21,160.28013610839844,163.9215461171996,160.2020495006417,162.8574410545336,2194000.0,QQQM
23/11/21,159.5089111328125,160.58278821504928,157.69309209142787,159.76272985391435,658000.0,QQQM
24/11/21,160.00677490234375,160.13369169792048,157.5661589648685,158.4936049381791,499300.0,QQQM
26/11/21,156.9804688,159.51870117415928,156.46305920253766,158.98177741850972,421500.0,QQQM
29/11/21,160.35826110839844,160.77805489237815,158.59125714630795,158.86460500252412,457400.0,QQQM
30/11/21,158.04452514648438,160.92444897517225,157.28305416524046,159.9872607965663,929700.0,QQQM
1/12/21,155.4379883,160.69019987223282,155.19392662585253,159.88967049228532,1008800.0,QQQM
2/12/21,156.5020751953125,157.19521676985593,154.23719104456765,154.87174531575033,1156200.0,QQQM
3/12/21,153.79788208007812,157.41000640001695,152.08945053818198,157.0976003392552,1172300.0,QQQM
6/12/21,154.98887634277344,155.51605775174818,152.28468448358095,153.85644181630636,757200.0,QQQM
7/12/21,159.7334747314453,159.88967777313457,157.75267834965013,157.7907533996747,504900.0,QQQM
8/12/21,160.3972930908203,160.44610839209395,159.05006823662777,159.82131126627132,507000.0,QQQM
