date,close,high,low,open,volume,close_log,high_log,low_log,open_log,volume_log,ticker,date_encoded,ticker_encoded,RSI_14,SMA_50,volatility_30,MACD,MACD_signal,MACD_histogram,Bollinger_Upper,Bollinger_Lower,Bollinger_Bandwidth,ATR_14,Momentum_5,Volume_MA_5
2020-01-28,9358.589844,9358.589844,8908.447266,8912.524414,34398744403.0,9.1440499,9.1440499,9.094755237,9.095212804,24.2612859,BTC-USD,1243,1,50.90369590191888,3161.2604830193995,136.32058213325334,348.07918230232235,140.39043491774078,207.68874738458157,11516.536200564075,-5330.325479353073,16846.861679917147,3782.4793872385712,761.7597659999992,12612074119.2
2020-01-28,15.98860455,16.03673188,15.91641507,15.94047874,1237800.0,2.771876253,2.774881834,2.767350971,2.768861707,14.02884617,SCHV,1243,4,49.999748228480925,3160.1214602496,136.32079901690312,15.561568677780997,115.42466166974883,-99.86309299196783,11519.824172627163,-5346.688591511163,16866.512764138326,3850.500157949286,-8893.83073145,6882854000.6
2020-01-28,147.6600037,148.5599976,147.5299988,148.3600006,7543100.0,4.994912358,5.000988901,4.994031537,4.999641757,15.8361438,GLD,1243,2,50.06910771581272,3160.1364602496005,136.2056246181749,-234.6315676335007,45.41341580909892,-280.04498344259963,10758.239749215563,-5438.425765429562,16196.665514645125,3855.8825364114286,131.78903774,6884144400.6
2020-01-28,73.65866852,73.74528369,73.60670074,73.73662019,3993400.0,4.299441835,4.300617043,4.298736064,4.300499558,15.20015356,BND,1243,0,49.93160515550379,3000.8588816600004,136.0119852485952,-433.8812075198489,-50.445508856690644,-383.43569866315823,10757.204830551127,-5431.651647317126,16188.856477868252,3855.8730179392865,-75.33133697999999,6882945460.6
2020-01-29,9316.629883,9406.431641,9269.467773,9357.470703,30682598115.0,9.139556242,9.149148951,9.134481243,9.143930309,24.14696149,BTC-USD,1305,1,57.350570010272506,3023.3415965000004,136.27105778426937,152.28707700087307,-9.8989916851779,162.18606868605096,11641.370863533379,-5391.48504478238,17032.85590831576,4517.237572581429,9242.84131641,13018823363.6
2020-01-29,73.86656952,73.90988042,73.74530692,73.77129082,4177500.0,4.302260351,4.302846519,4.300617358,4.300969643,15.24522354,BND,1305,0,43.43345865056972,3024.4962681307998,100.15828553971377,-127.51418465794404,-33.42203027973113,-94.09215437821291,11643.154027299362,-5400.560550926362,17043.714578225725,4574.50640475,-9284.72327448,6139909983.0
2020-01-29,15.91374969,16.02604381,15.91374969,16.02337109,687900.0,2.767183496,2.774215137,2.767183496,2.774048349,13.44139876,SCHV,1305,4,49.881031299655795,2861.9306564046,100.16830462999441,-349.90156121857945,-96.71793646750079,-253.18362475107864,10949.822239188,-5546.288950346,16496.111189534,3985.892708266428,-0.0748548600000003,6139800003.0
2020-01-29,148.4600067,148.5599976,147.6100006,147.6999969,5013100.0,5.000315607,5.000988901,4.994573665,4.995183169,15.42756504,GLD,1305,2,50.11922625560358,2861.9834563926,100.07085498157052,-509.57571253772585,-179.28949168154583,-330.28622085618,10947.57759246647,-5530.82416793747,16478.40176040394,3985.942539477857,0.8000030000000038,6139294003.0
2020-01-30,9508.993164,9553.125977,9230.897461,9316.016602,32378792851.0,9.159993279,9.164623707,9.130311556,9.139490413,24.2007695,BTC-USD,1426,1,51.00961163720244,3050.7053912058,99.88782979049172,117.83978501721913,-119.86363634179285,237.703421359012,11853.222711843107,-5492.913314267106,17346.136026110213,4054.679617495715,9435.33449548,12614253893.2
2020-01-30,15.98326302,15.99128424,15.76402179,15.82016884,876300.0,2.771542113,2.772043839,2.757730241,2.761285635,13.68346378,SCHV,1426,4,43.477429792166554,2874.4697635062003,99.04698062425717,-149.21541310215162,-125.73399169386461,-23.481421408287005,11856.513187842746,-5509.317463474745,17365.83065131749,4712.988604796429,-9300.64661998,6477909530.2
2020-01-30,73.88386536,74.0137848,73.82323408,73.93583313,4795700.0,4.302494473,4.304251357,4.301673507,4.303197597,15.38323024,BND,1426,0,43.25738092768541,2874.4874333366,98.99039081348042,-352.12738166311556,-171.01266968771483,-181.11471197540072,11856.504688750134,-5509.275184474135,17365.77987322427,4689.926750280713,0.017295840000002727,6478033170.2
2020-01-30,148.4700012,149.3099976,148.0099945,148.6900024,9119500.0,5.000382926,5.006024665,4.997279802,5.001863618,16.02592554,GLD,1426,2,50.116922820566046,2874.5430333126005,99.06836204756881,-501.14125637563006,-237.03838702529788,-264.1028693503322,11169.688988447102,-5652.155941051103,16821.844929498206,4060.0311588342856,132.55625151,6479719490.2
2020-01-31,149.3300018,149.6799927,148.8099976,148.8800049,14788300.0,5.006158634,5.008499633,5.002670308,5.003140645,16.50934689,GLD,1482,2,50.00030050193159,2877.2063853628,99.1952313523787,-612.1104031096443,-312.0527902421672,-300.0576128674771,11169.668289389068,-5652.000241383069,16821.66853077214,4050.585512417143,0.8699950999999828,6481674530.2
2020-01-31,15.68380928,15.90037776,15.63568346,15.90037776,1686900.0,2.752628924,2.766342868,2.749555703,2.766342868,14.33840308,SCHV,1482,4,49.94869776045789,2874.5892616824003,99.19396434186517,-702.7376598902006,-390.1897641717739,-312.5478957184267,11169.67617055625,-5652.050366317249,16821.7265368735,4054.7580067871427,-9493.309354719999,6253340.0
2020-01-31,74.07440186,74.12637623,73.95313933,73.97046632,6264000.0,4.305070019,4.305771423,4.30343164,4.30366591,15.65032952,BND,1482,0,40.20691685473969,2875.7475017338,99.19164666019057,-761.0755755108621,-464.36692643959157,-296.70864907127054,10400.957437016812,-5712.708958191812,16113.666395208624,3395.732384611428,58.09113883999999,7330880.0
2020-01-31,9350.529297,9521.706055,9230.776367,9508.313477,29432489719.0,9.14318823,9.161329319,9.130298437,9.159921798,24.10536499,BTC-USD,1482,1,59.859606583977275,2886.6178728338004,100.33602293668699,-58.10659382914855,-383.114859917503,325.00826608835445,10567.800365993997,-5804.1819652689965,16371.982331262992,3403.2294006264283,9276.64543164,5892869683.8
2020-02-01,9392.875,9439.323242,9313.239258,9346.357422,25922656496.0,9.147706702,9.152639566,9.139192243,9.142741966,23.97838319,BTC-USD,21,1,59.78371826150332,3073.0131133124005,100.51881569329247,496.69276805628715,-207.15333432274497,703.8461023790321,10675.476118786366,-5863.552151661366,16539.028270447732,3402.7660142657146,9244.4049988,11075577083.0
2020-02-02,9344.365234,9468.797852,9217.824219,9389.820313,30835736946.0,9.142528792,9.155757235,9.128894304,9.147381436,24.15194014,BTC-USD,705,1,59.815990626166055,3258.4390244072,100.506151253268,921.8345914131805,18.64425082444012,903.1903405887404,11613.167927651699,-5868.394533722698,17481.562461374397,3415.403180697143,9195.0352322,17239766812.2
2020-02-03,148.3600006,148.7799988,147.6799927,148.6600037,9105300.0,4.999641757,5.002468697,4.995047721,5.001661844,16.02436722,GLD,1384,2,40.28280675960546,3258.4800244672,100.56072630587587,510.83321398381577,117.08204345631526,393.7511705275005,11613.177756670035,-5868.467363231035,17481.64511990107,3405.68262847,132.67619132000002,17241250492.2
2020-02-03,74.00759888,74.04232057,73.86003002,73.97287718,6030800.0,4.304167775,4.304636829,4.302171816,4.303698501,15.61239023,BND,1384,0,50.00018553031346,3259.6343617400003,100.57943644185471,177.07088094344363,129.07981095374095,47.99106998970268,11613.173945030174,-5868.4416483621735,17481.615593392347,2750.7980137914283,-0.06680297999999141,17241203852.2
2020-02-03,9293.521484,9540.37207,9248.633789,9344.683594,30934096509.0,9.137072822,9.163287765,9.132231121,9.142562861,24.15512486,BTC-USD,1384,1,59.83450533906996,3271.02906876,101.58040894623126,649.0180708963899,233.06746294227077,415.9506079541191,11599.797887979643,-5861.572427311643,17461.370315291286,3422.827417455,-57.00781299999835,17541525210.2
2020-02-03,15.75332355,15.86829189,15.73460838,15.75599781,1883400.0,2.757051362,2.764322897,2.755862642,2.757221106,14.44858921,SCHV,1384,4,49.88217230716594,3268.4125351949997,100.8893618391318,271.2741861695363,240.7088075877239,30.565378581812382,11599.802311519616,-5861.600378951617,17461.402690471234,4076.0517480057147,-9377.12167645,12357370591.0
2020-02-04,146.4299927,147.0299988,145.8000031,146.9700012,10525600.0,4.986547449,4.990636639,4.982235841,4.990228493,16.16932094,GLD,1539,2,40.057600069310205,3269.8799144983996,100.78360601739816,-17.34609391126969,189.09782728792518,-206.44392119919488,11599.821544954631,-5861.742613486631,17461.564158441262,3413.6667983592856,-9197.935241300002,6192328321.8
2020-02-04,73.7818985,73.81662019,73.71245512,73.80793811,4180900.0,4.301113424,4.301583912,4.300171783,4.301466288,15.24603709,BND,1539,0,50.07672998062272,3092.7747907484004,100.7784908507119,-249.07070725650146,101.46412037903985,-350.5348276355413,11599.819400266522,-5861.728145800523,17461.547546067046,2740.773112314286,-74.57810210000001,6191343441.8
2020-02-04,9180.962891,9331.265625,9112.811523,9292.841797,29893183716.0,9.124887368,9.141125936,9.117436562,9.136999684,24.12089632,BTC-USD,1539,1,59.74791917909034,3276.0676991192,47.35898855949352,298.7158510030058,140.91446650383304,157.80138449917277,11572.129486038433,-5847.604930772432,17419.734416810865,3397.8769126514285,9106.95529212,12168774025.0
2020-02-04,15.94850445,16.00999847,15.91107257,15.93513625,810000.0,2.76936506,2.773213431,2.767015255,2.768526498,13.60478953,SCHV,1539,4,49.881260303868146,3097.5304973282,47.377248017627295,-6.623074085448479,111.40695838597674,-118.03003247142522,11573.174786906104,-5854.442038147105,17427.61682505321,4047.135890236429,-9277.572979550001,5982116723.2
2020-02-05,146.6100006,146.8099976,146.1600037,146.3800049,6160700.0,4.987776004,4.989139217,4.984701937,4.986206014,15.63370097,GLD,1602,2,49.99756852572948,2926.3377950002005,47.258520991300806,-235.3501117230071,42.055544364179966,-277.4056560871871,11570.922620166486,-5839.120246316487,17410.042866482974,4056.3967117828574,130.85667705,5982972183.2
2020-02-05,73.66035461,73.72979797,73.63431501,73.68639422,3537200.0,4.299464725,4.300407032,4.299111154,4.299818172,15.07884601,BND,1602,0,50.051882924932144,2754.6581505324007,47.24939440440474,-417.6894991621998,-49.893464341095985,-367.79603482110383,11572.161310380525,-5847.838901739525,17420.00021212005,4052.0596665864286,-72.76963809000002,5981574503.2
2020-02-05,9613.423828,9701.299805,9163.704102,9183.416016,35222060874.0,9.170915716,9.180015156,9.123005754,9.125154529,24.28493845,BTC-USD,1602,1,57.29823123255416,2945.4617693044,50.883127415006065,205.21877350387103,1.1289832278974146,204.08979027597363,11594.269327719569,-5859.503852678568,17453.773180398137,4735.573729689286,9539.641929500001,13025150498.0
2020-02-05,16.19181061,16.20250609,16.06347405,16.07416953,1687800.0,2.784505596,2.785165927,2.776548002,2.777213607,14.33893646,SCHV,1602,4,42.893497356522026,2770.8677148966,50.892834193986104,-74.67751309945106,-14.032316037572281,-60.64519706187878,11594.265410263719,-5859.479080463718,17453.744490727437,4746.26863689,-9164.771080389999,7046851314.8
2020-02-06,9729.801758,9824.619141,9539.818359,9617.821289,37628823716.0,9.182948801,9.192646672,9.163229724,9.171373041,24.35103618,BTC-USD,1665,1,50.22358669804646,2965.1385236162,115.20303974692094,481.75641785041853,85.12543074002588,396.63098711039265,12485.188741061555,-5784.810621997554,18269.99936305911,5437.864590203572,9713.85325355,14572454058.0
2020-02-06,73.72983551,73.74719305,73.65171004,73.70379589,3435700.0,4.300407541,4.300642934,4.299347361,4.300054303,15.04973125,BND,1665,0,44.54369682386117,2963.6783202163997,115.20296058364363,141.93388654014097,96.4871219000489,45.44676464009207,12487.026050566925,-5794.1219480719255,18281.14799863885,6109.662905557858,-72.88016509,14571909058.0
2020-02-06,16.20250511,16.26667339,16.19180963,16.26667339,831600.0,2.785165867,2.789118437,2.784505536,2.789118437,13.63110683,SCHV,1665,4,49.91284208464843,2790.3848507786,115.31135879961518,-130.5153923991379,51.086619040211545,-181.60201143934944,12490.361128252345,-5810.769775426344,18301.130903678688,5456.866675885,-57.457849499999995,14571367938.0
2020-02-06,147.3999939,147.6300049,147.0,147.2799988,4819800.0,4.993149938,4.994709177,4.990432587,4.992335529,15.38824299,GLD,1665,2,50.048366046420995,2793.0075171758003,115.20817673598593,-332.0195532327143,-25.534615414373633,-306.48493781834065,12487.057856457202,-5794.2948851692045,18281.352741626408,5460.932927971429,-9466.0238341,7527919723.2
2020-02-07,16.09555817,16.15437794,16.08218844,16.14368399,679800.0,2.778543344,2.782191093,2.777712351,2.781528889,13.42955392,SCHV,1728,4,43.05411427063721,2791.8633577826004,114.43581149419629,-496.58391282457364,-119.74447489641364,-376.83943792816,12488.56432872944,-5801.59924181044,18290.16357053988,4794.143880424286,-0.09625244000000066,7527718123.2
2020-02-07,9795.943359,9834.716797,9726.00293,9726.00293,34522718159.0,9.189723636,9.193673935,9.182558292,9.182558292,24.26488344,BTC-USD,1728,1,57.26766022636514,2984.8464250966,154.0401550350221,160.30177146823826,-63.73522562348325,224.0369970917215,12574.378428524207,-5842.8719354052055,18417.250363929412,4832.774906367857,66.14160100000117,6906497011.8
2020-02-07,73.95552063,73.98156687,73.87740178,73.92948101,4169700.0,4.30346384,4.303815966,4.302406987,4.30311168,15.24335465,BND,1728,0,49.9528633563871,2818.1952230091997,154.04299429672685,-102.41419257651887,-71.47101901409039,-30.943173562428484,11760.861230321263,-5961.246685139262,17722.107915460525,5517.831283651429,0.2256851199999943,6906643811.8
2020-02-07,147.7899933,148.1799927,147.3399963,147.8300018,6379300.0,4.995792302,4.998427702,4.992742816,4.996062977,15.66856893,GLD,1728,2,50.04813335310008,2820.8258498786,154.13376845999147,-301.1887455886049,-117.4145643289933,-183.7741812596116,10835.143019501766,-5955.185998389765,16790.32901789153,5517.938921829285,131.58748819,6907753351.8
2020-02-08,9865.119141,9876.749023,9678.910156,9793.070313,35172043762.0,9.196760496,9.19793869,9.177704587,9.189430304,24.28351739,BTC-USD,1791,1,50.44145759600528,3016.6595640279997,154.13647529151635,321.6801120741611,-29.59562904836241,351.2757411225235,11869.319448485689,-6017.686513333689,17887.005961819377,5551.615729200714,9717.719147099999,13941198144.2
2020-02-09,10116.67383,10129.43555,9850.392578,9863.894531,35807884663.0,9.221940216,9.223200875,9.195266589,9.196636352,24.30143395,BTC-USD,1854,1,57.36474241527711,3216.050640726,154.12262476175664,826.0839488290449,141.54028652711906,684.5436623019258,12814.02597278449,-5958.1264145204905,18772.15238730498,4916.900811598571,10100.57827183,21102639116.8
2020-02-10,74.06833649,74.1204157,74.01625065,74.08569402,2785500.0,4.304988133,4.30569101,4.304284672,4.30522245,14.83993795,BND,84,0,49.95378735685755,3216.0610861302,154.1831303889216,410.7385513760437,195.379939496904,215.3586118791397,12040.49206159369,-6106.53781808069,18147.02987967438,5624.8862463271425,-9721.875022510001,14198652585.0
2020-02-10,148.1699982,148.4499969,147.9100037,148.2100067,5793600.0,4.998360251,5.000248181,4.996604005,4.998630232,15.57226442,GLD,84,2,50.047465647127204,3050.1157946941994,154.1832495493069,86.55595315040455,173.61514222760414,-87.05918907719959,12038.234545996062,-6091.0386350180615,18129.273181014123,5624.9866731,74.21447757000001,14198977365.0
2020-02-10,9856.611328,10165.76563,9784.563477,10115.55957,39386548075.0,9.19589771,9.226781043,9.188561267,9.221830069,24.39669018,BTC-USD,84,1,50.15458801873625,3244.2884213402,153.76989220700082,606.0429016112244,260.1006941043282,345.9422075068961,12917.769293069787,-5999.555248561786,18917.324541631573,5652.840686057856,9708.8213347,22075011120.0
2020-02-10,16.15704727,16.16239424,16.06079412,16.07416385,1617900.0,2.782356318,2.782687201,2.776381155,2.777213253,14.29663957,SCHV,84,4,49.9999779699631,3244.2894373465997,153.77135223035287,221.148369872878,252.3102292580382,-31.1618593851602,12919.26411544893,-6006.812556063929,18926.07667151286,5670.211413195714,-9848.962093729999,15040925947.6
2020-02-11,10208.23633,10210.05273,9729.334961,9855.891602,37648059389.0,9.230950157,9.231128076,9.182900824,9.195824688,24.35154725,BTC-USD,147,1,50.301363438080394,3281.0972108266,185.01965077947085,730.1159773056502,347.87137886756057,382.2445984380896,13111.56303745789,-6096.38413417289,19207.94717163078,5697.744866934286,91.5625,15408960892.8
2020-02-11,16.24260712,16.28538596,16.2212177,16.22389195,1525800.0,2.787637859,2.790268139,2.78632012,2.786484967,14.23802942,SCHV,147,4,49.96403193301955,3109.485461409,185.45924615158103,307.52282600693206,339.80166829543487,-32.2788422885028,13111.555233025925,-6096.346919473925,19207.90215249985,5736.020942958571,-57.82572936999999,15408708952.8
2020-02-11,147.6600037,148.1600037,147.0099945,148.0299988,5179400.0,4.994912358,4.998292796,4.990500574,4.997414948,15.46019978,GLD,147,2,50.082173109495606,2934.2422747630003,185.34673777851572,-16.589768884621208,268.52338085942364,-285.11314974404485,13111.530384646838,-6096.217070784838,19207.747455431676,5741.333755151428,-0.5099945000000048,15408586112.8
2020-02-11,73.94681549,74.059656,73.93813341,74.03361639,3799400.0,4.303346125,4.304870931,4.303228709,4.304519266,15.15035372,BND,147,0,49.95405194073606,2935.4037917536,185.35402037412635,-276.2153352365267,159.57563764023357,-435.7909728767603,13111.523144731067,-6096.181184781066,19207.704329512133,5737.211924472856,-9782.66451251,7532036377.8
2020-02-12,147.5399933,147.8099976,147.1600037,147.4199982,5040600.0,4.99409928,4.995927649,4.991520455,4.993285643,15.43303568,GLD,209,2,50.08228344477004,2935.3747915096,185.32492744332103,-470.6072452853805,33.53906105511075,-504.14630634049126,12298.245509240483,-6229.491932760482,18527.737442000966,5733.108022805,131.38294603,7532720917.8
